hypothesis	p_value
0	0.411606534996901
0	0.228486380913639
0	0.285654675285214
0	0.71327074663737
0	0.231121939669275
0	0.891543306015573
0	0.10316046591929
0	0.912134818783537
0	0.0394939507082981
0	0.648269835108938
0	0.866282018842363
0	0.402076488119185
0	0.122511415627406
0	0.617038495393825
0	0.711640856508412
0	0.82132149165309
0	0.117305153491076
0	0.663287736686902
0	0.767602173575777
0	0.192380007667352
0	0.598958323441855
0	0.505802429271441
0	0.635852468196211
0	0.4710310057536
0	0.536286830865874
0	0.307090417497131
0	0.811687145866322
0	0.519756126449834
0	0.993925310583964
0	0.885286646784853
0	0.454915276343164
0	0.0714358780508497
0	0.841983751531551
0	0.198991032278164
0	0.358990528623007
0	0.87414096940072
0	0.768081398247768
0	0.337669746028028
0	0.00736211987615687
0	0.0528128325820711
0	0.271297298023434
0	0.757419416527029
0	0.498828648956499
0	0.522380699877455
0	0.482518066091781
0	0.410694325576024
0	0.110142865908273
0	0.0969087987404553
0	0.405159479857889
0	0.58274868026331
0	0.693057593673691
0	0.120025166983182
0	0.787303986188083
0	0.696774083545069
0	0.899334050481633
0	0.23574725708627
0	0.656310315486739
0	0.350776636952114
0	0.317183821852415
0	0.457519292136531
0	0.549123420420442
0	0.975946094273775
0	0.7678759235903
0	0.669608674606281
0	0.648249030530928
0	0.347046225293255
0	0.541938729696831
0	0.680351033183319
0	0.227603155255283
0	0.648715399607623
0	0.547876522041687
0	0.609680717910302
0	0.8857470555957
0	0.287891806932847
0	0.282999361691444
0	0.671349529280512
0	0.851072569910397
0	0.154548973473726
0	0.175773915197451
0	0.541266342901049
0	0.100300346386032
0	0.124583299268088
0	0.926111413942081
0	0.867719709761314
0	0.164024505585529
0	0.168601720056741
0	0.00232738297323398
0	0.622226808151022
0	0.640954485413436
0	0.506995940240147
0	0.110235706382195
0	0.684376897770392
0	0.794631396165408
0	0.34543339509204
0	0.745960055462047
0	0.901184397027151
0	0.295423039513714
0	0.446333770888522
0	0.585121926626325
0	0.236038628957796
0	0.0890295552734202
0	0.897487466461085
0	0.983019083000582
0	0.887004423943836
0	0.412313749876028
0	0.993323841912261
0	0.406329455293698
0	0.752661055763491
0	0.372512661247228
0	0.517932995215473
0	0.649424492831923
0	0.783220289930572
0	0.573996382074957
0	0.162713621973738
0	0.344722254524709
0	0.526196445029128
0	0.796178234139163
0	0.0595028654079539
0	0.525749661549369
0	0.651874778751687
0	0.180878523154049
0	0.759899346566752
0	0.852460916673801
0	0.739948151357175
0	0.492924624386354
0	0.472582637857158
0	0.0571499115618546
0	0.621587872336312
0	0.372073138685022
0	0.723417660954492
0	0.887909792699934
0	0.868800858747566
0	0.732845647524998
0	0.282243767105611
0	0.923559186528177
0	0.310892295482584
0	0.822050419135736
0	0.253424722483716
0	0.655705642818176
0	0.0251579352664875
0	0.124476320569078
0	0.655191562020074
0	0.350941633108804
0	0.00187152334997487
0	0.467127289689406
0	0.672694938320703
0	0.761061472195848
0	0.216287449913675
0	0.0237961123595998
0	0.665290264390624
0	0.102040655313221
0	0.224169626062935
0	0.661631927791176
0	0.228195669294719
0	0.0153241967450224
0	0.904052302820544
0	0.65787383519845
0	0.401393351237568
0	0.776376212468851
0	0.80818976814445
0	0.353117562829246
0	0.0326171295205016
0	0.393660212811831
0	0.774159311979606
0	0.0539842853430876
0	0.326206812672848
0	0.0582092379922252
0	0.111561949196113
0	0.0325634730761406
0	0.499942607648992
0	0.141049895555287
0	0.495908846813328
0	0.757986869860069
0	0.282195276091702
0	0.0902465351562123
0	0.712230890493239
0	0.164773993431432
0	0.856431649922638
0	0.27415132817189
0	0.844450803952439
0	0.644343404742707
0	0.5100191645252
0	0.871155797410577
0	0.547129085878191
0	0.780719536564258
0	0.0422429113024647
0	0.830474261714397
0	0.042622800157879
0	0.364528583342761
0	0.339018725494372
0	0.582891889028393
0	0.0655074382295424
0	0.115646858067499
0	0.0197196313566559
0	0.227046831165721
0	0.981071260300323
0	0.260738704764089
0	0.13045471911564
0	0.808213259256123
0	0.926300752724441
0	0.665377614735466
0	0.861118115299967
0	0.166808577666815
0	0.824067846370352
0	0.956457378640567
0	0.374709438221267
0	0.507051080792734
0	0.0288013591189504
0	0.177478969561883
0	0.324207637961911
0	0.720328743939257
0	0.83005238197077
0	0.443243860567484
0	0.837806173916123
0	0.0421813480792934
0	0.781995571738503
0	0.408141373259365
0	0.158613576228427
0	0.00244003670921678
0	0.560313184353495
0	0.903874447797371
0	0.356434927249495
0	0.399987692965652
0	0.77100118838538
0	0.387345649312733
0	0.810005963827882
0	0.782235262857529
0	0.449620235597672
0	0.0346194321081681
0	0.698519907041703
0	0.5816188306806
0	0.436641826120181
0	0.520189060242436
0	0.969107014087622
0	0.837541280321487
0	0.615573251996373
0	0.440391313996946
0	0.0193372408582637
0	0.27646234192762
0	0.957644014551521
0	0.411651103948412
0	0.45748560547036
0	0.742178442151262
0	0.196015891906382
0	0.089888116999584
0	0.218968172465519
0	0.12092779660133
0	0.961424048670233
0	0.292374774103114
0	0.244596290444
0	0.598178858432257
0	0.77831828488906
0	0.755925525827641
0	0.814340736514199
0	0.390552785026832
0	0.661518238763637
0	0.786564711187557
0	0.787982430410693
0	0.647730377061856
0	0.0180867889343648
0	0.759956544728095
0	0.970938273430997
0	0.0920777107023873
0	0.145231160106518
0	0.9711156282977
0	0.310455621648392
0	0.761622593491623
0	0.993035315923996
0	0.358469317674799
0	0.0938347100883146
0	0.0548457603066717
0	0.839331706199769
0	0.999236017186901
0	0.314045639641071
0	0.979680864914303
0	0.761169261672382
0	0.524425721069284
0	0.156171560505356
0	0.479554733192056
0	0.785561211800349
0	0.500380875773078
0	0.0718248288397541
0	0.654075437564186
0	0.204097047154084
0	0.704445866396992
0	0.11095499069812
0	0.958236278498897
0	0.200941776784483
0	0.267669161130433
0	0.228919979604801
0	0.289109264038551
0	0.781354546812788
0	0.424253973233716
0	0.628593394753653
0	0.0928400588086258
0	0.60317528754207
0	0.424334868432129
0	0.497909366823813
0	0.902278332751738
0	0.6306426573423
0	0.192767512440832
0	0.554902883327534
0	0.77027997977769
0	0.846401294502834
0	0.165296983075515
0	0.248432452125901
0	0.364901849385789
0	0.234426408493051
0	0.268235635212618
0	0.708105486785092
0	0.983189563070628
0	0.437429320733958
0	0.696103784010291
0	0.0325583281047006
0	0.655240043127707
0	0.872609735320719
0	0.633783873871234
0	0.158598455216287
0	0.960693473730476
0	0.84691144877532
0	0.504334673474562
0	0.685295930298365
0	0.836731373819122
0	0.192497751010716
0	0.00660107072048377
0	0.456489017545284
0	0.0559003932983539
0	0.388692271633571
0	0.83950182147314
0	0.495006641902453
0	0.714166843825215
0	0.83674234747643
0	0.335978509029284
0	0.178963726345755
0	0.156950719098298
0	0.659251811325788
0	0.575780623929789
0	0.145466957207902
0	0.923425142113957
0	0.665745902407896
0	0.973765447098322
0	0.289586001685666
0	0.130685585227523
0	0.668346269965196
0	0.365543248309964
0	0.216693051283651
0	0.714786945100995
0	0.45709511040541
0	0.615786871307785
0	0.552409452063864
0	0.0978565103233611
0	0.607339093876279
0	0.893872569480499
0	0.226473114748351
0	0.792601151888112
0	0.275107474401223
0	0.89533329131417
0	0.427913013750917
0	0.974769199614664
0	0.342892624003643
0	0.55429726864868
0	0.55529973253586
0	0.405362730300837
0	0.26439608625137
0	0.476330597437605
0	0.364934256792022
0	0.147043856603508
0	0.188499702336793
0	0.635376289475678
0	0.839910055368364
0	0.773724842289937
0	0.465434893401672
0	0.56939382194349
0	0.757496286585755
0	0.0982912210568794
0	0.764843658394671
0	0.287480769316639
0	0.264887090314341
0	0.641228021482788
0	0.988781964672913
0	0.907296094495352
0	0.735330121310291
0	0.131546179532691
0	0.511405409778499
0	0.148771151376015
0	0.828291346758171
0	0.368693877860656
0	0.945430370831445
0	0.760740607657523
0	0.655672264084049
0	0.111769586217611
0	0.997374719592489
0	0.73721809118103
0	0.136884753266829
0	0.788287966497857
0	0.216604592832417
0	0.60763194589721
0	0.867331651138323
0	0.110360688110521
0	0.0200703351083236
0	0.658282322377477
0	0.832407892982626
0	0.275107901857381
0	0.374414440599991
0	0.35319274110618
0	0.975241194893673
0	0.682253761333584
0	0.743174772187938
0	0.856073836326745
0	0.702372105766684
0	0.71981385423376
0	0.280684953277736
0	0.340440300074219
0	0.938482445776016
0	0.580617070946122
0	0.800935388845007
0	0.25866029768048
0	0.575839047194618
0	0.66938804329673
0	0.0782896987075201
0	0.222222521776841
0	0.643768018049189
0	0.529878334986183
0	0.330716789025148
0	0.572775394855984
0	0.492950624270438
0	0.344188027726361
0	0.313032822664023
0	0.285425684769448
0	0.791979298180994
0	0.384353100228257
0	0.887073233694209
0	0.979746198005634
0	0.0367243986303805
0	0.193433188570179
0	0.463490253827815
0	0.967351521174551
0	0.386624171282683
0	0.843427543940072
0	0.470039052690915
0	0.868024205460341
0	0.998116163163508
0	0.284196395612295
0	0.143950439688755
0	0.240614877113093
0	0.486776807428347
0	0.966174501726158
0	0.352785676939416
0	0.565214097695838
0	0.645715340207759
0	0.396258444371215
