hypothesis	p_value
0	0.463576126627986
0	0.0465268477432479
0	0.644300359926978
0	0.555825798973708
0	0.136738359107605
0	0.895913232358574
0	0.551026875563103
0	0.604325727724165
0	0.304044167173538
0	0.649823121792209
0	0.347934458647679
0	0.911916994694723
0	0.770059200619617
0	0.989298977868382
0	0.195230557092451
0	0.552172481619016
0	0.0861352989914947
0	0.643951234799764
0	0.873711138898722
0	0.215008243886786
0	0.907170062909357
0	0.234641320870619
0	0.647598706065961
0	0.830790422129868
0	0.965787928880365
0	0.0416238893157659
0	0.382914544708353
0	0.828570770512756
0	0.464062297214458
0	0.096792038044446
0	0.67986725722113
0	0.311682041890327
0	0.709757373222586
0	0.580486239072928
0	0.0787863007374034
0	0.375074657297996
0	0.485106571609389
0	0.444098483115465
0	0.538851556995787
0	0.484592377486352
0	0.84599324183487
0	0.899405116117009
0	0.621793880689965
0	0.926577672099226
0	0.748540284228489
0	0.348101645146006
0	0.708607527023394
0	0.856974448929211
0	0.643846012247021
0	0.450875526896458
0	0.115896034695006
0	0.489302692447847
0	0.367733932122921
0	0.835769575912646
0	0.576246719211332
0	0.622330487879739
0	0.358516223783084
0	0.698011853178329
0	0.876097293318455
0	0.86953444207711
0	0.614826682165067
0	0.0114087033621049
0	0.366622497924204
0	0.00211975948776377
0	0.77956630871711
0	0.298240178856053
0	0.4491542433353
0	0.720040431071041
0	0.70671610914201
0	0.765783146973088
0	0.335475120018958
0	0.162578454375927
0	0.215751895307428
0	0.174481636322754
0	0.693664780228818
0	0.346415735767836
0	0.646719003493806
0	0.684619861000948
0	0.324490912459429
0	0.833136240502035
0	0.931196347099995
0	0.175036162567501
0	0.440972611616659
0	0.988629477161871
0	0.0616626021776563
0	0.405018988153749
0	0.216639942659612
0	0.976448501203188
0	0.881916941213373
0	0.468799962920478
0	0.00938750532466481
0	0.0218704549330928
0	0.737144278818469
0	0.609946939043156
0	0.734456069526191
0	0.294850932012336
0	0.934809491645625
0	0.351441593605351
0	0.800739438965178
0	0.327251102124114
0	0.956215232168854
0	0.647694176066465
0	0.52206112873804
0	0.948136708245053
0	0.644417531539326
0	0.17357398393878
0	0.879595545743609
0	0.0425014937330082
0	0.603936176134724
0	0.885649537368857
0	0.752235658114358
0	0.664514351848413
0	0.951868946916577
0	0.922015702683843
0	0.699084448104061
0	0.296550717543209
0	0.473993373868015
0	0.424466214202691
0	0.137207356970455
0	0.321381299467645
0	0.671047388550311
0	0.753140601232738
0	0.466397425781989
0	0.866386373648731
0	0.631678689537626
0	0.642687070863013
0	0.774828175741592
0	0.559776579716241
0	0.652183070186489
0	0.418096628568587
0	0.145174423661011
0	0.756413272968546
0	0.104218530548883
0	0.895072355032171
0	0.332425599297761
0	0.0187529566011448
0	0.304179163960559
0	0.310896358349021
0	0.451552240844449
0	0.412596601236271
0	0.793110803223571
0	0.25207004612445
0	0.994165499220041
0	0.457671545522037
0	0.105063271013932
0	0.954754803480858
0	0.234098735953711
0	0.164241281147538
0	0.950999048536315
0	0.425150197011756
0	0.958403645916388
0	0.781291604856105
0	0.0574196734860457
0	0.580272150949091
0	0.673476546207763
0	0.875221544647656
0	0.0274331706983204
0	0.205026767622913
0	0.73385724278304
0	0.870662577795329
0	0.450573312161263
0	0.320487431597786
0	0.692600618020222
0	0.146683362350926
0	0.781488264909626
0	0.851639321754897
0	0.0517388785086534
0	0.103820392186731
0	0.879758127403186
0	0.279594698521798
0	0.707892107413748
0	0.915613211163754
0	0.127706927677685
0	0.267999603933874
0	0.459973628909195
0	0.70116272319854
0	0.111375652721646
0	0.123526619394708
0	0.712843331489343
0	0.9607071460938
0	0.752855270590323
0	0.755330013296861
0	0.885548398054278
0	0.531471656759012
0	0.312205196168883
0	0.825071361076516
0	0.523527291063405
0	0.819443522911047
0	0.238919229820737
0	0.421704887216929
0	0.161832478362089
0	0.0111407190272803
0	0.00407753807542344
0	0.117855959365367
0	0.905431153432628
0	0.758479328323663
0	0.212369801961559
0	0.155337074000462
0	0.811786862046033
0	0.0789750540821663
0	0.800282545407663
0	0.978393159321352
0	0.256824702516175
0	0.689679764954293
0	0.200593228987962
0	0.0863864700855719
0	0.0807460472585506
0	0.116728537673385
0	0.573836078395989
0	0.387784559120028
0	0.144470497107764
0	0.702210943113592
0	0.833047509415845
0	0.277863646661358
0	0.908847401430862
0	0.368512894086263
0	0.0445383371418611
0	0.782707965407553
0	0.982726788309999
0	0.678322636791954
0	0.0020110367298023
0	0.717001340356159
0	0.890658235230149
0	0.460843761904417
0	0.355759657713691
0	0.726266500010671
0	0.264509092240982
0	0.813403133030882
0	0.650140385492711
