GeneID	e125_1	e125_2	e125_3	e165_1	e165_2	e165_3	adult_1	adult_2	adult_3
ensmusg00000044556	2	0	1	0	0	0	1	3	0
ensmusg00000028710	110	108	163	163	84	179	261	317	232
ensmusg00000085249	2	0	0	4	0	0	4	2	5
ensmusg00000028709	9	20	26	17	16	28	31	67	14
ensmusg00000028708	93	98	163	169	116	222	138	183	75
ensmusg00000100081	0	0	0	0	0	0	0	0	0
ensmusg00000073774	0	0	0	0	0	0	0	0	0
ensmusg00000034185	4	0	0	2	0	0	1	14	1
ensmusg00000028707	0	0	1	1	0	1	5	2	4
ensmusg00000034171	22	20	23	124	56	54	178	204	97
ensmusg00000028706	58	74	132	50	47	90	90	95	33
ensmusg00000063882	828	1255	1215	792	755	1276	1288	1700	1002
ensmusg00000078238	0	0	0	11	0	5	0	0	0
ensmusg00000028703	349	445	441	384	384	660	321	441	280
ensmusg00000028702	151	194	295	19	40	73	5	25	20
ensmusg00000028700	426	449	608	406	499	711	404	400	253
ensmusg00000028701	41	41	40	142	86	179	200	261	89
ensmusg00000028699	0	0	0	4	0	0	0	8	2
ensmusg00000078593	0	0	0	0	0	0	0	0	0
ensmusg00000111410	0	0	0	0	0	0	0	0	0
ensmusg00000085920	0	0	0	3	0	0	0	0	0
ensmusg00000081459	0	0	0	1	1	0	0	0	4
ensmusg00000028698	422	495	682	563	633	1246	503	695	340
ensmusg00000003810	1060	980	1335	887	820	1941	1045	1476	726
ensmusg00000082592	0	0	0	0	0	0	0	0	0
ensmusg00000028696	191	232	297	184	179	293	211	262	179
ensmusg00000055900	89	110	220	89	61	172	123	157	85
ensmusg00000087299	2	0	2	4	0	0	3	0	0
ensmusg00000034042	450	358	571	378	415	698	633	928	550
ensmusg00000085408	25	15	32	35	27	51	27	78	37
ensmusg00000034035	13	2	12	35	15	25	25	60	46
ensmusg00000028693	6838	6366	8875	934	1614	3403	446	451	308
ensmusg00000028692	1266	1990	2171	958	1063	2177	965	1339	776
ensmusg00000065185	0	0	0	0	0	0	0	0	0
ensmusg00000028691	902	1528	1697	918	768	1298	1284	1244	846
ensmusg00000028690	246	300	420	158	94	267	178	248	137
ensmusg00000028689	55	29	63	37	39	58	33	19	16
ensmusg00000033985	40	32	51	69	46	98	91	92	51
ensmusg00000098491	0	0	1	0	0	0	4	0	0
ensmusg00000028688	120	190	220	136	96	291	105	201	61
ensmusg00000028687	57	38	57	24	14	49	18	17	5
ensmusg00000043155	0	3	6	18	1	5	4	7	0
ensmusg00000086417	1	4	2	10	3	1	1	0	0
ensmusg00000075390	0	0	0	0	0	0	0	0	0
ensmusg00000082841	0	0	0	1	0	0	0	0	0
ensmusg00000082063	23	31	25	2	8	21	1	12	7
ensmusg00000033948	627	700	938	137	175	472	112	177	80
ensmusg00000088845	5	0	3	0	0	4	0	0	0
ensmusg00000088902	2	0	0	0	0	7	0	0	0
ensmusg00000095805	0	0	0	1	4	1	1	7	0
ensmusg00000082207	0	0	0	1	4	3	0	0	0
ensmusg00000028684	283	279	405	561	461	947	564	717	424
ensmusg00000046861	270	313	387	279	277	510	398	395	273
ensmusg00000086890	0	0	2	5	0	0	0	0	0
ensmusg00000082249	0	0	0	0	0	0	0	0	0
ensmusg00000028683	208	226	272	107	138	165	99	150	71
ensmusg00000088349	0	0	0	0	0	0	0	0	0
ensmusg00000028681	92	55	68	46	66	110	17	24	18
ensmusg00000073771	11	6	17	23	5	12	21	16	10
ensmusg00000047671	0	3	0	461	25	42	627	585	354
ensmusg00000028680	56	58	67	31	62	98	2	56	3
ensmusg00000033872	0	0	0	1	0	0	0	0	0
ensmusg00000070834	0	0	0	0	1	0	0	0	0
ensmusg00000047675	4170	5910	6802	2385	2638	4751	2747	3206	2004
ensmusg00000064542	1	3	2	0	1	2	4	0	1
ensmusg00000065680	0	0	0	0	0	0	0	0	0
ensmusg00000064751	0	0	0	0	0	0	0	0	0
ensmusg00000092680	50	95	122	114	174	211	180	100	106
ensmusg00000095209	0	0	0	0	0	0	0	0	0
ensmusg00000028678	762	835	1038	65	121	321	17	21	13
ensmusg00000095676	48	54	55	56	88	79	181	64	111
ensmusg00000094405	8	9	7	0	0	0	0	0	0
ensmusg00000096280	2	7	21	1	2	2	1	0	3
ensmusg00000060268	2	1	5	249	186	274	327	320	228
ensmusg00000086482	0	0	0	0	0	0	0	0	0
ensmusg00000048772	15	40	41	72	59	83	104	93	81
ensmusg00000028677	1737	1779	2395	1317	1415	2988	1752	2114	1184
ensmusg00000085749	2	0	1	0	0	5	3	4	0
ensmusg00000086876	0	0	0	1	0	0	0	0	0
ensmusg00000087228	22	28	20	18	45	59	20	36	12
ensmusg00000083446	0	0	0	0	0	0	0	0	0
ensmusg00000033423	494	618	736	703	712	1615	645	781	437
ensmusg00000087807	0	1	0	0	0	0	0	0	0
ensmusg00000009640	229	268	358	175	212	389	177	278	160
ensmusg00000086320	0	0	0	0	0	0	0	0	0
ensmusg00000108127	0	0	1	0	0	0	0	0	0
ensmusg00000084260	5	7	5	1	0	6	5	1	3
ensmusg00000048626	0	0	3	0	0	0	0	0	0
ensmusg00000083507	0	0	0	0	0	0	0	0	0
ensmusg00000028542	994	634	1125	1385	1326	2472	1147	1189	813
ensmusg00000091237	1	0	0	0	0	0	0	1	0
ensmusg00000078588	44	24	32	80	52	87	57	91	82
ensmusg00000028541	377	428	434	266	322	534	192	113	103
ensmusg00000085278	4	1	1	1	0	6	1	0	0
ensmusg00000033379	175	167	190	198	177	342	303	413	204
ensmusg00000028540	75	115	152	42	52	146	16	35	9
ensmusg00000033365	701	678	804	462	530	978	409	531	276
ensmusg00000028539	1	1	0	0	9	1	2	3	2
ensmusg00000028538	125	211	231	182	140	291	100	198	62
ensmusg00000086554	0	0	0	0	0	0	0	2	0
ensmusg00000033326	1980	2061	3069	1112	1343	3365	990	1172	521
ensmusg00000088303	0	0	0	0	0	0	0	0	0
ensmusg00000033295	7602	6993	10951	4020	4298	8596	3597	4146	2134
ensmusg00000098596	0	0	0	0	0	0	0	0	0
ensmusg00000006395	52	50	46	74	38	37	80	65	36
ensmusg00000033253	656	500	940	469	456	994	401	545	196
ensmusg00000006392	366	509	568	131	225	273	107	179	59
ensmusg00000006390	49	76	101	55	35	77	50	116	39
ensmusg00000006398	707	799	1111	43	90	224	9	35	14
ensmusg00000081921	0	1	0	0	0	0	0	0	0
ensmusg00000006389	2	0	3	7	0	3	17	0	10
ensmusg00000033191	31	105	72	7	15	9	5	3	2
ensmusg00000080857	0	0	0	0	0	0	0	0	0
ensmusg00000081233	0	0	0	0	0	0	0	0	0
ensmusg00000028536	0	0	1	3	2	0	6	1	0
ensmusg00000050854	0	0	0	3	0	2	13	27	9
ensmusg00000028730	23	29	45	1577	844	1331	2218	2536	1316
ensmusg00000028729	801	1038	1225	501	458	1006	520	507	284
ensmusg00000085292	0	0	0	0	0	0	0	0	0
ensmusg00000043698	0	0	0	0	0	0	0	0	0
ensmusg00000086521	0	0	0	0	0	0	0	0	0
ensmusg00000043383	0	0	0	2	0	0	0	0	0
ensmusg00000046790	1	0	0	0	0	2	0	0	10
ensmusg00000070821	0	0	0	1	0	0	3	0	0
ensmusg00000070820	0	0	0	0	0	0	0	0	7
ensmusg00000095218	0	0	0	0	0	0	0	0	0
ensmusg00000111159	0	0	0	0	0	0	0	0	0
ensmusg00000081474	0	0	0	0	0	0	0	0	0
ensmusg00000066061	0	0	0	0	0	0	0	0	0
ensmusg00000110947	0	0	0	0	0	0	0	0	0
ensmusg00000083336	0	0	0	0	0	0	0	0	0
ensmusg00000073769	0	0	0	1	0	0	0	0	0
ensmusg00000073768	0	0	0	1	2	0	0	0	4
ensmusg00000096705	0	0	0	0	0	0	0	0	0
ensmusg00000111259	1	0	0	2	0	0	0	0	0
ensmusg00000084133	6	10	2	0	1	3	0	0	0
ensmusg00000073765	0	0	0	0	0	0	0	0	0
ensmusg00000024903	0	0	0	0	0	0	1	0	0
ensmusg00000085895	0	0	0	3	0	0	0	0	0
ensmusg00000089591	0	0	0	0	0	0	0	0	0
ensmusg00000087238	0	0	0	0	0	0	0	0	0
ensmusg00000082143	0	0	0	0	0	0	0	0	0
ensmusg00000087464	0	0	0	0	0	0	0	0	0
ensmusg00000066060	0	1	0	0	0	0	0	0	0
ensmusg00000028645	773	827	1039	4096	2098	3408	5539	5699	3991
ensmusg00000088552	3	0	2	0	0	0	0	0	0
ensmusg00000086683	0	0	0	0	0	0	0	0	0
ensmusg00000085505	0	0	0	1	0	0	0	4	0
ensmusg00000045268	137	138	170	73	61	124	75	65	45
ensmusg00000028644	4	10	12	7	12	5	5	4	3
ensmusg00000028643	183	217	319	75	161	325	48	90	51
ensmusg00000078584	535	580	698	191	267	431	151	166	94
ensmusg00000028642	3	2	8	0	0	0	0	0	1
ensmusg00000085626	2	1	0	0	0	0	0	0	0
ensmusg00000028641	298	238	311	94	122	210	32	70	35
ensmusg00000085203	0	0	0	0	0	4	0	0	0
ensmusg00000066058	25	19	10	9	33	67	0	8	4
ensmusg00000028639	13095	15175	19218	3800	6201	12703	2863	2719	1652
ensmusg00000102819	0	0	0	0	0	0	0	0	0
ensmusg00000060288	172	263	275	59	34	120	50	55	42
ensmusg00000028637	231	173	315	1066	859	1871	1300	1571	797
ensmusg00000083836	1	1	2	6	0	5	0	1	2
ensmusg00000028636	61	90	100	69	82	166	55	90	61
ensmusg00000070806	0	0	0	107	25	31	194	123	118
ensmusg00000048899	103	120	174	110	82	225	143	352	175
ensmusg00000082009	0	0	0	0	0	0	0	0	0
ensmusg00000082814	0	0	0	0	0	0	3	0	0
ensmusg00000080773	0	0	0	1	0	3	1	0	0
ensmusg00000084379	0	0	0	0	0	0	0	0	0
ensmusg00000094494	0	1	0	0	0	0	0	0	0
ensmusg00000087385	14	22	31	46	45	50	45	49	42
ensmusg00000032998	678	536	889	683	575	1395	650	1093	492
ensmusg00000081678	0	0	0	0	0	0	0	0	0
ensmusg00000023247	0	0	1	0	0	0	0	0	0
ensmusg00000032978	0	0	0	0	0	0	0	0	0
ensmusg00000028634	76	65	86	221	155	213	245	260	122
ensmusg00000028635	0	0	0	3	0	0	0	0	0
ensmusg00000052135	163	161	310	51	82	178	35	31	6
ensmusg00000084929	0	2	1	0	0	0	11	0	1
ensmusg00000000085	390	318	471	333	321	613	344	309	198
ensmusg00000047518	1	0	4	6	0	5	0	3	0
ensmusg00000028633	714	788	1087	197	310	722	201	291	153
ensmusg00000091297	0	0	0	0	0	0	0	0	0
ensmusg00000086187	0	0	0	0	0	0	0	0	0
ensmusg00000110389	0	0	0	0	0	0	0	0	0
ensmusg00000070803	2	2	1	10	17	26	17	0	4
ensmusg00000028631	4	11	15	59	77	221	60	38	28
ensmusg00000032897	505	557	702	285	494	876	158	262	182
ensmusg00000065490	2	0	1	0	0	1	0	0	0
ensmusg00000105585	0	0	0	0	0	0	0	0	0
ensmusg00000065409	0	0	3	0	0	0	0	0	0
ensmusg00000096876	0	0	0	0	0	0	0	0	0
ensmusg00000032890	216	214	296	444	355	696	633	665	321
ensmusg00000082200	0	0	0	0	0	0	0	0	0
ensmusg00000089381	0	0	0	0	0	0	0	0	0
ensmusg00000028629	192	279	268	114	155	263	75	89	45
ensmusg00000064141	45	46	93	7	17	32	26	21	9
ensmusg00000032870	534	547	752	710	663	1372	976	1191	653
ensmusg00000106436	0	0	0	0	0	0	0	0	0
ensmusg00000028626	84	66	102	42	51	156	21	27	18
ensmusg00000043207	760	632	741	1064	673	1404	1476	1550	890
ensmusg00000088314	0	0	0	0	0	0	0	0	0
ensmusg00000088168	0	0	2	0	0	0	0	0	0
ensmusg00000078577	0	0	0	0	0	0	0	0	0
ensmusg00000081423	0	0	0	0	0	0	1	0	0
ensmusg00000082891	0	0	0	0	0	0	0	0	0
ensmusg00000081305	0	0	0	0	0	0	0	0	0
ensmusg00000064547	0	0	0	0	0	0	0	0	0
ensmusg00000049878	900	910	1285	847	832	1766	645	774	464
ensmusg00000080706	0	0	0	0	0	0	0	0	0
ensmusg00000073764	0	0	0	0	0	0	0	0	0
ensmusg00000083941	0	0	0	0	0	0	0	0	0
ensmusg00000083901	0	0	0	0	0	0	0	0	0
ensmusg00000081465	0	0	0	0	0	0	0	0	0
ensmusg00000081667	0	0	0	0	0	0	0	0	0
ensmusg00000078576	0	1	0	0	0	0	0	0	0
ensmusg00000082821	0	0	0	0	0	0	0	0	0
ensmusg00000088418	0	0	0	0	0	0	0	0	0
ensmusg00000078575	0	0	0	0	0	0	0	0	0
ensmusg00000083615	0	0	0	3	0	0	0	0	0
ensmusg00000083679	398	420	707	222	155	383	238	326	136
ensmusg00000083558	0	0	0	0	0	0	0	0	0
ensmusg00000083949	0	0	0	0	0	0	0	0	0
ensmusg00000083867	0	0	0	0	0	0	0	0	0
ensmusg00000083365	0	0	0	0	0	0	0	0	0
ensmusg00000081377	0	0	0	0	0	0	0	0	0
ensmusg00000084196	0	0	0	0	0	0	0	0	0
ensmusg00000080871	0	0	0	0	0	0	0	0	0
ensmusg00000083109	0	0	0	0	0	0	0	0	0
ensmusg00000023263	0	0	0	0	0	0	0	0	0
ensmusg00000084082	0	0	0	0	0	0	0	0	0
ensmusg00000083494	0	0	0	0	0	0	0	0	0
ensmusg00000028657	904	978	1154	1409	1081	2045	1819	2215	1394
ensmusg00000028656	1948	1904	2577	1457	1429	2908	1560	1779	999
ensmusg00000080929	0	0	0	0	0	0	0	0	0
ensmusg00000028655	1029	789	1551	134	241	233	72	99	34
ensmusg00000086443	9	2	11	0	0	0	8	0	2
ensmusg00000028654	1660	1952	2492	123	389	633	60	51	26
ensmusg00000028653	258	250	372	119	122	240	143	176	129
ensmusg00000086153	0	0	0	0	0	0	0	3	2
ensmusg00000002384	0	1	2	0	3	1	0	0	0
ensmusg00000102997	3	5	1	14	12	25	0	0	0
ensmusg00000076438	0	0	0	0	2	0	0	0	0
ensmusg00000028651	179	271	304	76	81	224	70	145	42
ensmusg00000046093	10	2	8	224	73	168	328	365	217
ensmusg00000054958	0	0	0	13	0	2	39	19	27
ensmusg00000032744	45	79	82	48	36	86	30	20	21
ensmusg00000083720	0	0	0	0	0	0	0	0	0
ensmusg00000011257	888	843	1258	256	376	682	226	212	156
ensmusg00000082634	0	0	0	0	0	0	0	0	0
ensmusg00000064655	20	43	37	46	46	29	111	68	88
ensmusg00000065778	26	39	43	31	53	45	99	53	69
ensmusg00000032726	20	8	17	5	0	10	0	0	0
ensmusg00000076436	0	0	1	0	0	0	0	0	0
ensmusg00000028649	17965	12888	20243	24110	15043	32060	27473	31107	20342
ensmusg00000081528	0	0	0	1	0	0	0	0	0
ensmusg00000089588	0	0	0	0	0	0	0	0	0
ensmusg00000099005	0	0	0	0	0	0	0	0	0
ensmusg00000081585	0	0	0	0	0	0	0	0	0
ensmusg00000087307	13	9	10	14	25	67	10	10	17
ensmusg00000081170	1	1	0	0	1	1	3	0	1
ensmusg00000028648	291	497	415	300	194	410	468	655	424
ensmusg00000023075	633	609	902	420	501	899	421	521	258
ensmusg00000043333	2	2	5	0	0	0	0	0	1
ensmusg00000086275	0	0	0	0	0	0	0	0	0
ensmusg00000082310	0	2	0	0	0	0	6	0	0
ensmusg00000073761	0	0	0	0	0	0	0	0	0
ensmusg00000097337	30	10	21	21	20	21	27	34	11
ensmusg00000054304	21	8	9	7	8	7	9	19	14
ensmusg00000080993	1	1	0	0	0	0	1	0	0
ensmusg00000028647	62	78	96	239	130	202	403	371	361
ensmusg00000085875	10	17	16	7	10	25	20	15	16
ensmusg00000028646	395	466	553	438	303	635	493	642	410
ensmusg00000096969	2	0	0	0	2	0	0	0	0
ensmusg00000082515	2	1	1	0	0	0	0	0	0
ensmusg00000103541	0	0	0	0	0	0	0	0	0
ensmusg00000086087	0	0	0	5	2	0	0	0	0
ensmusg00000086955	0	0	0	0	0	0	0	0	0
ensmusg00000086978	0	0	0	0	0	0	0	0	0
ensmusg00000088933	0	0	0	0	0	0	0	0	0
ensmusg00000084757	0	0	0	0	0	2	0	0	0
ensmusg00000098760	2	5	1	0	0	2	0	0	0
ensmusg00000073759	0	0	0	0	0	0	0	0	0
ensmusg00000051219	0	0	0	0	0	1	0	0	0
ensmusg00000090125	62	101	92	9	0	33	14	15	11
ensmusg00000028907	558	625	742	345	365	730	399	502	286
ensmusg00000088067	0	0	0	0	0	0	0	0	0
ensmusg00000032643	19	28	35	6	3	51	0	0	0
ensmusg00000028902	1186	1455	1715	516	656	1275	559	965	396
ensmusg00000083104	0	0	4	0	0	0	5	0	0
ensmusg00000076271	1	0	0	0	0	0	0	0	0
ensmusg00000086589	0	1	2	1	4	2	3	2	12
ensmusg00000096411	0	0	0	0	0	0	0	0	0
ensmusg00000028894	248	219	316	278	187	337	360	450	240
ensmusg00000076119	0	0	0	0	0	0	0	0	0
ensmusg00000028890	369	298	365	375	367	775	442	679	269
ensmusg00000084526	0	0	0	3	0	0	0	0	0
ensmusg00000078570	62	77	113	64	38	106	72	91	63
ensmusg00000028889	74	126	122	75	38	94	62	87	55
ensmusg00000042763	197	263	340	180	144	386	192	254	116
ensmusg00000028876	5	6	13	55	21	48	106	140	45
ensmusg00000085263	0	0	0	0	0	0	0	0	0
ensmusg00000028873	1211	1147	1539	48	144	317	17	1	8
ensmusg00000044730	104	78	114	74	50	166	76	150	88
ensmusg00000087011	0	0	0	0	0	0	0	0	0
ensmusg00000028871	0	39	0	26	7	83	39	38	19
ensmusg00000028869	870	929	1159	647	764	1234	845	1106	614
ensmusg00000080934	0	0	0	0	0	0	0	0	0
ensmusg00000042707	13	7	7	2174	710	1530	3028	3579	1764
ensmusg00000050213	237	248	349	142	190	369	128	257	110
ensmusg00000086342	2	6	4	6	1	9	6	1	0
ensmusg00000028863	493	503	582	592	637	979	770	716	437
ensmusg00000042677	2	7	6	10	13	13	14	9	4
ensmusg00000087010	0	0	0	0	0	0	0	0	0
ensmusg00000001985	202	248	236	365	318	901	222	505	222
ensmusg00000082062	27	29	52	17	13	34	2	6	7
ensmusg00000094403	1	1	0	0	0	0	1	0	0
ensmusg00000085562	0	0	0	0	0	0	0	7	3
ensmusg00000028859	1	4	2	20	16	21	24	36	20
ensmusg00000028861	295	456	468	231	200	461	373	368	182
ensmusg00000042616	279	242	326	1373	1024	2054	2138	2293	1393
ensmusg00000079942	2	4	7	0	3	4	2	1	3
ensmusg00000050188	55	43	63	32	49	90	60	45	23
ensmusg00000042608	447	493	613	359	344	656	329	518	200
ensmusg00000086961	0	0	0	0	0	0	0	0	0
ensmusg00000050212	18	24	22	11	1	10	10	0	6
ensmusg00000073758	3	12	11	1	4	16	12	10	16
ensmusg00000043962	3702	3260	4534	1860	1725	4214	2055	2554	1234
ensmusg00000084504	6	0	0	0	0	0	0	0	0
ensmusg00000028849	2847	3030	3478	1318	1426	3243	1403	1999	1019
ensmusg00000028847	223	281	366	241	286	485	296	338	233
ensmusg00000056174	7	27	5	1931	1541	2384	2490	2565	1470
ensmusg00000042558	151	158	253	113	146	261	144	160	75
ensmusg00000028845	15	12	6	181	147	297	169	215	160
ensmusg00000087394	0	0	0	0	0	1	7	1	1
ensmusg00000028842	464	198	465	438	302	517	317	562	238
ensmusg00000041530	4981	4830	6744	1081	1394	3368	825	1102	521
ensmusg00000084099	0	0	3	1	0	4	0	1	0
ensmusg00000082381	3	1	9	5	1	0	0	1	0
ensmusg00000042500	187	160	206	105	180	286	106	132	70
ensmusg00000083461	0	0	0	3	0	0	0	0	3
ensmusg00000082888	0	0	2	0	0	0	0	0	0
ensmusg00000042489	1064	826	1321	67	118	422	56	25	9
ensmusg00000098831	2	0	1	0	0	0	0	0	0
ensmusg00000081319	1	0	0	0	0	0	0	0	0
ensmusg00000073755	32	33	57	330	195	494	437	592	395
ensmusg00000081210	0	0	2	0	0	0	0	0	0
ensmusg00000028837	446	641	672	266	331	658	303	335	244
ensmusg00000042477	0	0	0	0	0	5	0	0	0
ensmusg00000028833	322	319	482	1330	449	1150	1945	2853	1334
ensmusg00000028830	1099	1108	1420	788	889	1788	836	1038	451
ensmusg00000082498	0	0	0	0	0	0	0	0	0
ensmusg00000077780	0	0	0	0	0	0	0	0	0
ensmusg00000088984	1	3	0	3	2	2	0	9	0
ensmusg00000042446	2608	2019	2973	1346	1323	2931	1542	1545	966
ensmusg00000081609	0	0	0	0	0	0	0	0	0
ensmusg00000028820	11338	9724	14517	2743	3343	6915	1822	2593	1297
ensmusg00000085334	163	36	135	41	40	43	6	53	30
ensmusg00000084088	4	1	0	2	0	0	0	0	0
ensmusg00000043872	271	296	328	119	83	219	109	199	78
ensmusg00000084149	2	0	0	1	0	1	0	0	0
ensmusg00000042408	272	145	250	168	91	322	144	261	151
ensmusg00000088982	0	0	0	0	0	1	0	0	0
ensmusg00000070737	22	11	22	32	19	52	71	65	20
ensmusg00000082220	0	0	0	2	0	0	0	0	0
ensmusg00000042388	93	87	176	188	158	349	144	292	125
ensmusg00000042380	75	139	128	100	100	141	126	191	71
ensmusg00000087987	0	0	0	0	0	0	0	0	0
ensmusg00000082047	0	0	1	0	0	0	0	0	0
ensmusg00000050234	17	37	16	10	7	20	0	0	1
ensmusg00000042367	0	0	0	0	0	0	0	0	0
ensmusg00000046623	0	0	0	0	0	0	0	0	0
ensmusg00000042357	0	0	0	3	0	0	6	0	0
ensmusg00000079998	8	8	13	2	1	10	0	0	0
ensmusg00000086138	0	0	0	0	0	0	0	1	0
ensmusg00000086771	0	0	0	0	0	0	0	0	0
ensmusg00000087470	0	0	0	0	0	0	0	0	0
ensmusg00000087510	0	0	0	0	0	0	0	0	0
ensmusg00000028813	18	10	24	7	6	10	20	18	11
ensmusg00000028804	657	313	711	235	217	577	117	175	120
ensmusg00000087459	0	0	0	0	0	0	0	0	0
ensmusg00000048686	0	0	0	0	0	0	0	0	0
ensmusg00000085717	0	0	0	0	0	0	0	0	0
ensmusg00000061894	157	130	231	85	115	183	71	128	49
ensmusg00000062545	2	6	11	14	0	0	0	10	0
ensmusg00000084891	0	0	4	0	0	0	0	0	0
ensmusg00000028796	1531	1805	2178	590	736	1372	538	766	446
ensmusg00000028794	3	1	4	1	0	1	3	0	0
ensmusg00000028799	1252	1212	1489	399	571	1027	289	369	228
ensmusg00000085701	2	0	0	0	0	0	0	0	0
ensmusg00000084011	0	0	0	0	0	0	0	0	0
ensmusg00000041000	316	318	359	140	193	463	122	131	44
ensmusg00000028789	52	62	59	254	135	229	337	263	258
ensmusg00000085961	0	0	0	0	0	0	0	0	0
ensmusg00000028792	460	596	652	154	247	360	147	160	102
ensmusg00000085085	3	2	1	4	3	5	9	8	10
ensmusg00000028793	219	265	315	192	207	539	151	271	100
ensmusg00000028786	0	2	2	0	0	0	0	0	1
ensmusg00000028785	157	276	318	211	256	482	152	242	154
ensmusg00000087416	6	3	6	2	5	4	2	0	0
ensmusg00000001334	2621	2206	2992	1577	3396	5660	593	831	623
ensmusg00000040928	391	341	498	613	462	891	780	746	508
ensmusg00000028811	761	962	1156	379	449	908	476	586	287
ensmusg00000050390	109	85	123	430	264	608	444	734	365
ensmusg00000087575	0	1	0	2	0	0	4	0	0
ensmusg00000093163	0	0	0	0	0	0	0	6	0
ensmusg00000001333	5	5	4	159	128	176	135	208	67
ensmusg00000057236	2549	3355	3931	1374	1444	2728	1796	1797	1149
ensmusg00000096944	1	1	0	18	17	35	27	63	7
ensmusg00000057572	149	178	185	104	63	165	100	137	103
ensmusg00000028807	94	78	84	34	53	120	14	19	8
ensmusg00000082468	0	0	0	0	0	0	0	0	0
ensmusg00000048485	7	22	36	39	45	159	27	22	39
ensmusg00000064613	0	0	0	1	0	0	0	0	0
ensmusg00000040859	422	490	631	400	374	797	413	456	254
ensmusg00000000411	0	0	0	0	0	0	0	0	0
ensmusg00000078554	0	0	0	0	0	0	0	0	0
ensmusg00000086336	0	0	0	0	0	0	0	0	2
ensmusg00000047945	9311	10430	14405	2278	4516	9394	358	308	255
ensmusg00000028800	956	985	1326	391	459	798	426	502	309
ensmusg00000000409	33	62	75	56	56	94	27	41	31
ensmusg00000099070	0	0	0	0	0	0	0	0	0
ensmusg00000050493	0	1	0	3	0	0	6	3	0
ensmusg00000028798	877	1380	1440	509	640	1257	746	775	408
ensmusg00000028797	434	646	748	353	261	610	402	445	297
ensmusg00000078552	4	7	8	209	32	52	244	265	253
ensmusg00000040795	179	165	199	252	122	386	269	388	227
ensmusg00000028795	240	331	325	131	253	502	82	55	47
ensmusg00000053841	1469	1505	2158	1103	956	2083	1012	1348	715
ensmusg00000003731	551	625	774	754	508	1141	1019	1395	607
ensmusg00000053730	84	135	173	67	71	140	42	73	38
ensmusg00000098422	0	0	0	0	0	0	0	0	0
ensmusg00000028790	4811	4929	6775	1598	1807	3760	1737	1970	1206
ensmusg00000080944	0	1	0	1	0	0	0	0	0
ensmusg00000099322	0	0	0	0	0	0	0	0	0
ensmusg00000028788	3621	3919	5227	2254	2734	5462	2552	3086	2015
ensmusg00000073753	4	0	2	2	0	3	2	8	0
ensmusg00000065768	0	0	6	0	0	0	0	0	0
ensmusg00000070729	12	11	19	19	8	14	6	8	10
ensmusg00000086369	0	0	0	0	0	0	0	0	0
ensmusg00000028784	0	1	0	0	0	0	7	1	0
ensmusg00000085389	32	39	57	37	16	52	35	40	4
ensmusg00000028782	3582	3286	4302	1478	1880	3980	925	1124	656
ensmusg00000085517	1	2	0	3	0	0	0	0	3
ensmusg00000040690	195	178	265	57	41	150	93	64	59
ensmusg00000028779	183	242	270	218	163	282	224	305	174
ensmusg00000028778	0	0	0	22	7	17	23	33	32
ensmusg00000028776	0	2	1	1	3	1	0	1	9
ensmusg00000023120	4	1	0	0	0	0	0	0	1
ensmusg00000023232	292	424	338	548	425	1061	515	431	367
ensmusg00000073752	1	1	0	2	7	1	5	0	2
ensmusg00000028773	25	20	13	123	90	280	119	183	111
ensmusg00000028772	553	601	677	388	380	814	668	730	449
ensmusg00000074088	466	816	735	200	254	431	160	198	137
ensmusg00000078532	252	367	400	89	137	311	54	37	24
ensmusg00000028580	2605	2249	3589	1471	1631	3455	1230	1685	907
ensmusg00000065196	4	23	25	22	51	50	61	10	12
ensmusg00000087449	2	0	6	0	0	0	0	0	1
ensmusg00000093793	0	0	3	2	0	0	0	1	0
ensmusg00000097158	2	1	0	0	0	0	0	0	0
ensmusg00000095119	0	0	0	0	0	1	0	0	0
ensmusg00000086548	0	0	0	0	0	0	5	8	0
ensmusg00000025743	3925	3257	4323	2154	2808	5689	1188	1604	699
ensmusg00000087451	0	0	0	0	0	1	0	0	0
ensmusg00000097224	0	1	0	0	0	2	1	2	1
ensmusg00000077381	0	0	0	0	0	0	0	0	0
ensmusg00000028581	15	17	17	112	80	151	181	130	67
ensmusg00000040533	0	0	0	0	0	0	0	0	0
ensmusg00000085804	0	0	0	0	0	0	0	0	0
ensmusg00000086262	0	0	0	0	0	0	0	0	0
ensmusg00000088041	0	0	0	0	0	0	0	0	0
ensmusg00000078531	0	0	0	0	0	4	0	1	2
ensmusg00000087171	0	0	0	0	0	0	0	0	0
ensmusg00000086856	0	0	0	0	0	0	0	0	0
ensmusg00000028909	175	229	273	344	209	396	327	434	284
ensmusg00000028910	85	149	138	61	68	136	57	95	47
ensmusg00000028911	1322	1536	1994	871	986	2015	735	1417	622
ensmusg00000102602	59	17	32	27	15	19	11	57	22
ensmusg00000085667	19	36	29	11	1	24	7	23	30
ensmusg00000083013	0	0	0	0	0	0	0	0	0
ensmusg00000070720	0	0	0	1	0	0	0	0	0
ensmusg00000028906	2855	3102	3893	541	615	1558	443	684	393
ensmusg00000098577	0	0	1	0	0	0	0	0	0
ensmusg00000084869	0	0	0	0	0	0	0	0	0
ensmusg00000070717	0	0	0	0	0	0	0	6	0
ensmusg00000083368	0	0	0	0	0	0	0	0	0
